created_at,entry_id,field1,field2,field3,field4,latitude,longitude,elevation,status
2024-10-17T10:28:01+00:00,37,170.69,,,,,,,
2024-10-17T10:39:16+00:00,38,170.58,,,,,,,
2024-10-17T10:50:31+00:00,39,170.58,,,,,,,
2024-10-17T11:01:47+00:00,40,170.69,,,,,,,
2024-10-17T11:13:02+00:00,41,170.58,,,,,,,
2024-10-19T04:55:28+00:00,42,94.63,,,,,,,
2024-10-19T05:06:43+00:00,43,89.41,,,,,,,
2024-10-19T05:23:33+00:00,44,,92.21,,,,,,
2024-10-19T05:37:41+00:00,45,,90.65,,,,,,
2024-10-19T05:42:08+00:00,46,,92.19,,,,,,
2024-10-19T05:47:43+00:00,47,91.2,,,,,,,
2024-10-19T05:58:58+00:00,48,135.75,,,,,,,
2024-10-22T08:21:26+00:00,49,81.64,,,,,,,
2024-10-22T08:32:42+00:00,50,83.82,,,,,,,
2024-10-22T08:43:57+00:00,51,169.38,,,,,,,
2024-10-22T08:55:13+00:00,52,170.76,,,,,,,
2024-10-22T09:06:29+00:00,53,170.65,,,,,,,
2024-10-22T09:17:43+00:00,54,170.64,,,,,,,
2024-10-22T09:28:58+00:00,55,169.4,,,,,,,
2024-10-22T09:40:13+00:00,56,170.33,,,,,,,
2024-10-22T09:51:29+00:00,57,170.33,,,,,,,
2024-10-22T10:02:44+00:00,58,170.76,,,,,,,
2024-10-22T10:13:59+00:00,59,169.3,,,,,,,
2024-10-25T17:49:53+00:00,60,,,-41.99,,,,,
2024-10-25T17:52:07+00:00,61,,,114.32,,,,,
2024-10-25T17:54:21+00:00,62,,,125.82,,,,,
2024-10-25T17:56:35+00:00,63,,,115.19,,,,,
2024-11-02T15:21:13+00:00,64,,,176.4,,,,,
2024-11-03T03:56:26+00:00,65,,,7.45,,,,,
2024-11-03T03:58:40+00:00,66,,,8.41,,,,,
2024-11-03T04:00:52+00:00,67,,,136.47,,,,,
2024-11-03T04:03:06+00:00,68,,,8.1,,,,,
2024-11-03T04:05:20+00:00,69,,,134.73,,,,,
2024-11-03T04:07:34+00:00,70,,,7.84,,,,,
2024-11-03T04:09:48+00:00,71,,,8.72,,,,,
2024-11-03T04:12:02+00:00,72,,,9.2,,,,,
2024-11-03T04:14:17+00:00,73,,,8.84,,,,,
2024-11-03T04:16:31+00:00,74,,,8.77,,,,,
2024-11-03T04:18:45+00:00,75,,,8.73,,,,,
2024-11-03T04:20:59+00:00,76,,,8.97,,,,,
2024-11-03T04:23:13+00:00,77,,,8.72,,,,,
2024-11-03T04:25:28+00:00,78,,,8.85,,,,,
2024-11-03T04:27:42+00:00,79,,,8.68,,,,,
2024-11-03T04:29:56+00:00,80,,,8.92,,,,,
2024-11-03T04:32:10+00:00,81,,,8.77,,,,,
2024-11-03T04:34:24+00:00,82,,,8.79,,,,,
2024-11-03T04:36:38+00:00,83,,,8.85,,,,,
2024-11-03T04:38:53+00:00,84,,,8.03,,,,,
2024-11-03T04:41:06+00:00,85,,,8.89,,,,,
2024-11-03T04:43:21+00:00,86,,,7.89,,,,,
2024-11-03T04:45:35+00:00,87,,,8.75,,,,,
2024-11-03T04:47:49+00:00,88,,,8.75,,,,,
2024-11-03T04:50:04+00:00,89,,,8.99,,,,,
2024-11-03T04:52:18+00:00,90,,,8.94,,,,,
2024-11-03T04:54:32+00:00,91,,,7.94,,,,,
2024-11-03T04:56:46+00:00,92,,,8.92,,,,,
2024-11-03T04:59:00+00:00,93,,,8.8,,,,,
2024-11-03T05:01:14+00:00,94,,,8.75,,,,,
2024-11-03T05:03:29+00:00,95,,,9.04,,,,,
2024-11-03T05:05:43+00:00,96,,,8.55,,,,,
2024-11-03T05:07:57+00:00,97,,,8.67,,,,,
2024-11-03T05:10:11+00:00,98,,,8.65,,,,,
2024-11-03T05:12:25+00:00,99,,,9.04,,,,,
2024-11-03T05:14:40+00:00,100,,,8.13,,,,,
2024-11-03T05:16:54+00:00,101,,,8.48,,,,,
2024-11-03T05:19:08+00:00,102,,,9.16,,,,,
2024-11-03T05:21:22+00:00,103,,,8.75,,,,,
2024-11-03T05:23:36+00:00,104,,,7.96,,,,,
2024-11-03T05:25:50+00:00,105,,,7.72,,,,,
2024-11-03T05:28:05+00:00,106,,,7.98,,,,,
2024-11-03T05:30:19+00:00,107,,,8.36,,,,,
2024-11-03T05:32:33+00:00,108,,,8.44,,,,,
2024-11-03T05:34:46+00:00,109,,61.19,,,,,,
2024-11-03T05:37:01+00:00,110,,,8.67,,,,,
2024-11-03T05:39:16+00:00,111,,,8.82,,,,,
2024-11-03T05:41:30+00:00,112,,,8.91,,,,,
2024-11-03T05:43:44+00:00,113,,,8.8,,,,,
2024-11-03T05:45:58+00:00,114,,,8.65,,,,,
2024-11-03T05:48:12+00:00,115,,,7.96,,,,,
2024-11-03T05:48:49+00:00,116,,-12.84,,,,,,
2024-11-03T05:50:26+00:00,117,,,7.96,,,,,
2024-11-03T05:52:41+00:00,118,,,8.82,,,,,
2024-11-03T05:53:18+00:00,119,,10.88,,,,,,
2024-11-03T05:54:55+00:00,120,,,8.79,,,,,
2024-11-03T05:57:09+00:00,121,,,8.79,,,,,
2024-11-03T05:59:23+00:00,122,,,8.73,,,,,
2024-11-03T06:01:37+00:00,123,,,8.43,,,,,
2024-11-03T06:03:52+00:00,124,,,8,,,,,
2024-11-03T06:06:06+00:00,125,,,8.6,,,,,
2024-11-03T06:08:20+00:00,126,,,8.96,,,,,
2024-11-03T06:10:34+00:00,127,,,8.49,,,,,
2024-11-03T06:12:48+00:00,128,,,8.92,,,,,
2024-11-03T06:15:02+00:00,129,,,8.97,,,,,
2024-11-03T06:17:17+00:00,130,,,41.58,,,,,
2024-11-03T06:19:31+00:00,131,,,8.43,,,,,
2024-11-03T06:21:45+00:00,132,,,7.89,,,,,
2024-11-03T06:23:59+00:00,133,,,8.97,,,,,
2024-11-03T06:26:13+00:00,134,,,8.75,,,,,
2024-11-03T06:28:27+00:00,135,,,8.87,,,,,
2024-11-03T06:30:42+00:00,136,,,8.68,,,,,
2024-11-03T06:32:56+00:00,137,,,8.85,,,,,
2024-11-03T06:35:10+00:00,138,,,8.8,,,,,
2024-11-03T06:37:24+00:00,139,,,8.89,,,,,
2024-11-03T06:39:38+00:00,140,,,8.37,,,,,
2024-11-03T06:41:53+00:00,141,,,8.91,,,,,
2024-11-03T06:44:07+00:00,142,,,9.01,,,,,
2024-11-03T06:46:21+00:00,143,,,9.04,,,,,
2024-11-03T06:48:35+00:00,144,,,8.97,,,,,
2024-11-03T06:50:49+00:00,145,,,8.44,,,,,
2024-11-03T06:53:04+00:00,146,,,8.92,,,,,
2024-11-03T06:55:18+00:00,147,,,8.87,,,,,
2024-11-03T06:57:32+00:00,148,,,8,,,,,
2024-11-03T06:59:46+00:00,149,,,8.91,,,,,
2024-11-03T07:01:00+00:00,150,,5.66,,,,,,
2024-11-03T07:02:00+00:00,151,,,8.56,,,,,
2024-11-03T07:04:03+00:00,152,,3.66,,,,,,
2024-11-03T07:06:29+00:00,153,,,8.97,,,,,
2024-11-03T07:07:15+00:00,154,,7.33,,,,,,
2024-11-03T07:08:43+00:00,155,,,8.36,,,,,
2024-11-03T07:10:57+00:00,156,,,8.36,,,,,
2024-11-03T07:13:11+00:00,157,,,9.28,,,,,
2024-11-03T07:14:39+00:00,158,,5.39,,,,,,
2024-11-03T07:15:26+00:00,159,,,8.7,,,,,
2024-11-03T07:16:50+00:00,160,,86.34,,,,,,
2024-11-03T07:17:40+00:00,161,,,8.67,,,,,
2024-11-03T07:19:54+00:00,162,,,8.94,,,,,
2024-11-03T07:22:08+00:00,163,,,8.2,,,,,
2024-11-03T07:24:22+00:00,164,,,8.73,,,,,
2024-11-03T07:25:42+00:00,165,,3.52,,,,,,
2024-11-03T07:26:36+00:00,166,,,8.31,,,,,
2024-11-03T07:28:50+00:00,167,,,7.88,,,,,
2024-11-03T07:31:05+00:00,168,,,8.89,,,,,
2024-11-03T07:33:19+00:00,169,,,7.93,,,,,
2024-11-03T07:35:33+00:00,170,,,8.84,,,,,
2024-11-03T07:37:47+00:00,171,,,8.19,,,,,
2024-11-03T07:40:01+00:00,172,,,8.65,,,,,
2024-11-03T07:42:16+00:00,173,,,8.77,,,,,
2024-11-03T07:44:30+00:00,174,,,8.91,,,,,
2024-11-03T07:46:44+00:00,175,,,8.27,,,,,
2024-11-03T07:48:58+00:00,176,,,8.36,,,,,
2024-11-03T07:51:12+00:00,177,,,8.63,,,,,
2024-11-03T07:53:26+00:00,178,,,8.17,,,,,
2024-11-03T07:55:41+00:00,179,,,8.89,,,,,
2024-11-03T07:57:55+00:00,180,,,8.65,,,,,
2024-11-03T08:00:37+00:00,181,,,9.68,,,,,
2024-11-03T08:02:52+00:00,182,,,8.7,,,,,
2024-11-03T08:05:06+00:00,183,,,8.79,,,,,
2024-11-03T08:07:20+00:00,184,,,8.7,,,,,
2024-11-03T08:09:34+00:00,185,,,8.65,,,,,
2024-11-03T08:11:48+00:00,186,,,8.25,,,,,
2024-11-03T08:14:03+00:00,187,,,8.7,,,,,
2024-11-03T08:16:17+00:00,188,,,8.27,,,,,
2024-11-03T08:18:31+00:00,189,,,7.94,,,,,
2024-11-03T08:20:45+00:00,190,,,8.67,,,,,
2024-11-03T08:22:59+00:00,191,,,8.77,,,,,
2024-11-03T08:25:13+00:00,192,,,8.6,,,,,
2024-11-03T08:27:28+00:00,193,,,8.53,,,,,
2024-11-03T08:29:42+00:00,194,,,8.63,,,,,
2024-11-03T08:31:56+00:00,195,,,8.51,,,,,
2024-11-03T08:34:10+00:00,196,,,8.6,,,,,
2024-11-03T08:36:24+00:00,197,,,8.41,,,,,
2024-11-03T08:38:38+00:00,198,,,8.67,,,,,
2024-11-03T08:40:53+00:00,199,,,8.7,,,,,
2024-11-03T08:43:07+00:00,200,,,8.65,,,,,
2024-11-03T08:45:21+00:00,201,,,8.46,,,,,
2024-11-03T08:47:35+00:00,202,,,8.56,,,,,
2024-11-03T08:49:49+00:00,203,,,8.15,,,,,
2024-11-03T08:52:04+00:00,204,,,8.61,,,,,
2024-11-03T08:54:18+00:00,205,,,8.68,,,,,
2024-11-03T08:56:32+00:00,206,,,8.1,,,,,
2024-11-03T08:58:46+00:00,207,,,8.08,,,,,
2024-11-03T09:01:00+00:00,208,,,7.6,,,,,
2024-11-03T09:03:14+00:00,209,,,8.27,,,,,
2024-11-03T09:05:29+00:00,210,,,8,,,,,
2024-11-03T09:07:43+00:00,211,,,8.13,,,,,
2024-11-03T09:09:57+00:00,212,,,8.56,,,,,
2024-11-03T09:12:11+00:00,213,,,7.76,,,,,
2024-11-03T09:14:25+00:00,214,,,8.07,,,,,
2024-11-03T09:16:40+00:00,215,,,8.49,,,,,
2024-11-03T09:18:54+00:00,216,,,7.7,,,,,
2024-11-03T09:21:08+00:00,217,,,8.53,,,,,
2024-11-03T09:23:22+00:00,218,,,8.51,,,,,
2024-11-03T09:25:36+00:00,219,,,8.01,,,,,
2024-11-03T09:27:50+00:00,220,,,7.94,,,,,
2024-11-03T09:30:05+00:00,221,,,8.51,,,,,
2024-11-03T09:32:19+00:00,222,,,8.36,,,,,
2024-11-03T09:34:33+00:00,223,,,7.46,,,,,
2024-11-03T09:35:32+00:00,224,,35.57,,,,,,
2024-11-03T09:36:47+00:00,225,,,8,,,,,
2024-11-03T09:38:40+00:00,226,,33.46,,,,,,
2024-11-03T09:39:01+00:00,227,,,8.15,,,,,
2024-11-03T09:41:16+00:00,228,,,7.6,,,,,
2024-11-03T09:41:44+00:00,229,,-4.34,,,,,,
2024-11-03T09:43:30+00:00,230,,,8.53,,,,,
2024-11-03T09:45:25+00:00,231,,3.45,,,,,,
2024-11-03T09:45:44+00:00,232,,,8.36,,,,,
2024-11-03T09:47:58+00:00,233,,,8.48,,,,,
2024-11-03T09:48:40+00:00,234,,35.06,,,,,,
2024-11-03T09:50:12+00:00,235,,,8.51,,,,,
2024-11-03T09:51:38+00:00,236,,35.61,,,,,,
2024-11-03T09:52:26+00:00,237,,,8.48,,,,,
2024-11-03T09:54:41+00:00,238,,,8.44,,,,,
2024-11-03T09:56:55+00:00,239,,,8,,,,,
2024-11-03T09:59:09+00:00,240,,,8.49,,,,,
2024-11-03T10:00:37+00:00,241,,4.7,,,,,,
2024-11-03T10:01:23+00:00,242,,,8.17,,,,,
2024-11-03T10:03:37+00:00,243,,,8.29,,,,,
2024-11-03T10:05:52+00:00,244,,,8.58,,,,,
2024-11-03T10:06:25+00:00,245,,3.83,,,,,,
2024-11-03T10:08:06+00:00,246,,,8.34,,,,,
2024-11-03T10:10:20+00:00,247,,,7.93,,,,,
2024-11-03T10:12:34+00:00,248,,,8.25,,,,,
2024-11-03T10:14:48+00:00,249,,,8.46,,,,,
2024-11-03T10:15:55+00:00,250,,-1.46,,,,,,
2024-11-03T10:17:02+00:00,251,,,8.43,,,,,
2024-11-03T10:19:17+00:00,252,,,7.6,,,,,
2024-11-03T10:19:39+00:00,253,,14.91,,,,,,
2024-11-03T10:21:31+00:00,254,,,8.39,,,,,
2024-11-03T10:23:45+00:00,255,,,8.31,,,,,
2024-11-03T10:25:59+00:00,256,,,8.29,,,,,
2024-11-03T10:28:13+00:00,257,,,8.44,,,,,
2024-11-03T10:30:27+00:00,258,,,8.41,,,,,
2024-11-03T10:32:42+00:00,259,,,7.91,,,,,
2024-11-03T10:34:56+00:00,260,,,8.31,,,,,
2024-11-03T10:37:10+00:00,261,,,7.64,,,,,
2024-11-03T10:39:24+00:00,262,,,8.43,,,,,
2024-11-03T10:42:21+00:00,263,,,58.93,,,,,
2024-11-03T10:44:35+00:00,264,,,7.94,,,,,
2024-11-03T10:46:50+00:00,265,,,8.39,,,,,
2024-11-03T10:49:04+00:00,266,,,8.48,,,,,
2024-11-03T10:51:18+00:00,267,,,7.96,,,,,
2024-11-03T10:53:32+00:00,268,,,7.46,,,,,
2024-11-03T10:55:46+00:00,269,,,7.88,,,,,
2024-11-03T10:58:00+00:00,270,,,7.96,,,,,
2024-11-03T11:00:15+00:00,271,,,7.38,,,,,
2024-11-03T11:02:29+00:00,272,,,8.25,,,,,
2024-11-03T11:04:43+00:00,273,,,7.86,,,,,
2024-11-03T11:06:57+00:00,274,,,8.29,,,,,
2024-11-03T11:09:11+00:00,275,,,8.19,,,,,
2024-11-03T11:11:25+00:00,276,,,8.32,,,,,
2024-11-03T11:13:40+00:00,277,,,8.31,,,,,
2024-11-03T11:15:54+00:00,278,,,7.33,,,,,
2024-11-03T11:18:08+00:00,279,,,7.38,,,,,
2024-11-03T11:20:22+00:00,280,,,7.43,,,,,
2024-11-03T11:22:36+00:00,281,,,8.32,,,,,
2024-11-03T11:24:51+00:00,282,,,7.79,,,,,
2024-11-03T11:27:05+00:00,283,,,8.32,,,,,
2024-11-03T11:29:19+00:00,284,,,7.89,,,,,
2024-11-03T11:31:33+00:00,285,,,7.79,,,,,
2024-11-03T11:33:47+00:00,286,,,8.13,,,,,
2024-11-03T11:36:01+00:00,287,,,6.95,,,,,
2024-11-03T11:38:16+00:00,288,,,7.05,,,,,
2024-11-03T11:40:30+00:00,289,,,8.19,,,,,
2024-11-03T11:42:44+00:00,290,,,8.65,,,,,
2024-11-03T11:44:58+00:00,291,,,8.89,,,,,
2024-11-03T11:47:12+00:00,292,,,8.91,,,,,
2024-11-03T11:49:26+00:00,293,,,10.07,,,,,
2024-11-03T11:51:41+00:00,294,,,10.45,,,,,
2024-11-03T11:53:55+00:00,295,,,10.11,,,,,
2024-11-03T11:56:09+00:00,296,,,11.08,,,,,
2024-11-03T11:58:23+00:00,297,,,11.03,,,,,
2024-11-03T12:02:51+00:00,298,,,11.12,,,,,
2024-11-03T12:05:05+00:00,299,,,12.39,,,,,
2024-11-03T12:07:19+00:00,300,,,11.05,,,,,
2024-11-03T12:09:33+00:00,301,,,12.34,,,,,
2024-11-03T12:11:48+00:00,302,,,13.47,,,,,
2024-11-03T12:14:02+00:00,303,,,11.92,,,,,
2024-11-03T12:16:16+00:00,304,,,14.15,,,,,
2024-11-03T12:18:30+00:00,305,,,13.96,,,,,
2024-11-03T12:20:44+00:00,306,,,14.08,,,,,
2024-11-03T12:22:59+00:00,307,,,14.02,,,,,
2024-11-03T12:24:58+00:00,308,,-4.27,,,,,,
2024-11-03T12:25:13+00:00,309,,,15.23,,,,,
2024-11-03T12:27:27+00:00,310,,,16.16,,,,,
2024-11-03T12:29:41+00:00,311,,,16.28,,,,,
2024-11-03T12:31:55+00:00,312,,,11.74,,,,,
2024-11-03T12:34:09+00:00,313,,,17.29,,,,,
2024-11-03T12:36:24+00:00,314,,,11.39,,,,,
2024-11-03T12:38:38+00:00,315,,,17.77,,,,,
2024-11-03T12:40:52+00:00,316,,,18.06,,,,,
2024-11-03T12:43:06+00:00,317,,,14.31,,,,,
2024-11-03T12:45:20+00:00,318,,,18.2,,,,,
2024-11-03T12:47:34+00:00,319,,,17.5,,,,,
2024-11-03T12:49:49+00:00,320,,,19.11,,,,,
2024-11-03T12:52:03+00:00,321,,,18.66,,,,,
2024-11-03T12:54:17+00:00,322,,,18.94,,,,,
2024-11-03T12:56:31+00:00,323,,,19.66,,,,,
2024-11-03T12:58:45+00:00,324,,,20.34,,,,,
2024-11-03T13:00:59+00:00,325,,,18.85,,,,,
2024-11-03T13:03:14+00:00,326,,,20.48,,,,,
2024-11-03T13:05:28+00:00,327,,,20.69,,,,,
2024-11-03T13:06:24+00:00,328,,3.93,,,,,,
2024-11-03T13:07:42+00:00,329,,,22.69,,,,,
2024-11-03T13:09:43+00:00,330,,5.23,,,,,,
2024-11-03T13:12:10+00:00,331,,,23.59,,,,,
2024-11-03T13:14:25+00:00,332,,,21.39,,,,,
2024-11-03T13:17:47+00:00,333,,-8.88,,,,,,
2024-11-03T13:18:52+00:00,334,,,20.58,,,,,
2024-11-03T13:21:06+00:00,335,,,24.58,,,,,
2024-11-03T13:23:21+00:00,336,,,24.12,,,,,
2024-11-03T13:23:48+00:00,337,,3.14,,,,,,
2024-11-03T13:25:35+00:00,338,,,23.62,,,,,
2024-11-03T13:26:54+00:00,339,,18.42,,,,,,
2024-11-03T13:27:49+00:00,340,,,24.82,,,,,
2024-11-03T13:30:03+00:00,341,,,24.27,,,,,
2024-11-03T13:30:57+00:00,342,,9.38,,,,,,
2024-11-03T13:32:17+00:00,343,,,25.08,,,,,
2024-11-03T13:33:58+00:00,344,,6.93,,,,,,
2024-11-03T13:34:32+00:00,345,,,25.9,,,,,
2024-11-03T13:36:46+00:00,346,,,25.46,,,,,
2024-11-03T13:39:00+00:00,347,,,26.91,,,,,
2024-11-03T13:41:13+00:00,348,,6.86,,,,,,
2024-11-03T13:43:28+00:00,349,,,24.82,,,,,
2024-11-03T13:45:42+00:00,350,,,27.55,,,,,
2024-11-03T13:47:20+00:00,351,,11.37,,,,,,
2024-11-03T13:47:57+00:00,352,,,29.16,,,,,
2024-11-03T13:50:11+00:00,353,,,26.5,,,,,
2024-11-03T13:51:15+00:00,354,,98.63,,,,,,
2024-11-03T13:52:25+00:00,355,,,27.89,,,,,
2024-11-03T13:54:39+00:00,356,,,29.21,,,,,
2024-11-03T13:55:43+00:00,357,,31.44,,,,,,
2024-11-03T13:56:53+00:00,358,,,27.17,,,,,
2024-11-03T13:59:07+00:00,359,,,28.9,,,,,
2024-11-03T13:59:37+00:00,360,,8.85,,,,,,
2024-11-03T14:01:22+00:00,361,,,29.37,,,,,
2024-11-03T14:02:46+00:00,362,,9.56,,,,,,
2024-11-03T14:03:35+00:00,363,,,29.62,,,,,
2024-11-03T14:05:49+00:00,364,,,31.17,,,,,
2024-11-03T14:07:08+00:00,365,,13.33,,,,,,
2024-11-03T14:08:04+00:00,366,,,29.43,,,,,
2024-11-03T14:08:31+00:00,367,,6.16,,,,,,
2024-11-03T14:10:18+00:00,368,,,31.32,,,,,
2024-11-03T14:11:30+00:00,369,,11.48,,,,,,
2024-11-03T14:12:32+00:00,370,,,30.1,,,,,
2024-11-03T14:14:34+00:00,371,,10.74,,,,,,
2024-11-03T14:17:00+00:00,372,,,30.45,,,,,
2024-11-03T14:19:14+00:00,373,,,31.61,,,,,
2024-11-03T14:20:28+00:00,374,,100.84,,,,,,
2024-11-03T14:21:29+00:00,375,,,30.55,,,,,
2024-11-03T14:23:43+00:00,376,,,29.49,,,,,
2024-11-03T14:24:42+00:00,377,,-2.31,,,,,,
2024-11-03T14:25:57+00:00,378,,,30.89,,,,,
2024-11-03T14:26:36+00:00,379,,88.12,,,,,,
2024-11-03T14:28:11+00:00,380,,,30.48,,,,,
2024-11-03T14:30:25+00:00,381,,,34.78,,,,,
2024-11-03T14:31:59+00:00,382,,13.74,,,,,,
2024-11-03T14:32:40+00:00,383,,,28.52,,,,,
2024-11-03T14:34:54+00:00,384,,,31.51,,,,,
2024-11-03T14:35:57+00:00,385,,14.29,,,,,,
2024-11-03T14:37:08+00:00,386,,,33.17,,,,,
2024-11-03T14:38:58+00:00,387,,12.66,,,,,,
2024-11-03T14:39:22+00:00,388,,,32.44,,,,,
2024-11-03T14:40:12+00:00,389,,91.07,,,,,,
2024-11-03T14:41:36+00:00,390,,,32.57,,,,,
2024-11-03T14:43:23+00:00,391,,13.5,,,,,,
2024-11-03T14:43:50+00:00,392,,,38.81,,,,,
2024-11-03T14:46:05+00:00,393,,,28.11,,,,,
2024-11-03T14:46:29+00:00,394,,13.57,,,,,,
2024-11-03T14:48:19+00:00,395,,,34.24,,,,,
2024-11-03T14:49:38+00:00,396,,16.26,,,,,,
2024-11-03T14:50:33+00:00,397,,,32.76,,,,,
2024-11-03T14:50:54+00:00,398,,13.31,,,,,,
2024-11-03T14:52:47+00:00,399,,,35.28,,,,,
2024-11-03T14:54:03+00:00,400,,12.32,,,,,,
2024-11-03T14:55:01+00:00,401,,,30.38,,,,,
2024-11-03T14:57:15+00:00,402,,,32.95,,,,,
2024-11-03T14:58:00+00:00,403,,11.92,,,,,,
2024-11-03T14:59:30+00:00,404,,,33.4,,,,,
2024-11-03T15:01:44+00:00,405,,,32.06,,,,,
2024-11-03T15:02:03+00:00,406,,12.61,,,,,,
2024-11-03T15:03:58+00:00,407,,,28.97,,,,,
2024-11-03T15:05:04+00:00,408,,11.94,,,,,,
2024-11-03T15:06:12+00:00,409,,,32.16,,,,,
2024-11-03T15:08:10+00:00,410,,12.25,,,,,,
2024-11-03T15:08:26+00:00,411,,,31.82,,,,,
2024-11-03T15:10:40+00:00,412,,,32.73,,,,,
2024-11-03T15:12:10+00:00,413,,16.95,,,,,,
2024-11-03T15:12:55+00:00,414,,,35.02,,,,,
2024-11-03T15:15:09+00:00,415,,,34.3,,,,,
2024-11-03T15:17:23+00:00,416,,,33.7,,,,,
2024-11-03T15:18:19+00:00,417,,15.09,,,,,,
2024-11-03T15:19:39+00:00,418,,,33.5,,,,,
2024-11-03T15:21:53+00:00,419,,,34.7,,,,,
2024-11-03T15:22:16+00:00,420,,99.8,,,,,,
2024-11-03T15:24:07+00:00,421,,,36.96,,,,,
2024-11-03T15:25:30+00:00,422,,17.63,,,,,,
2024-11-03T15:26:21+00:00,423,,,33.72,,,,,
2024-11-03T15:28:33+00:00,424,,16.72,,,,,,
2024-11-03T15:30:50+00:00,425,,,32.88,,,,,
2024-11-03T15:31:39+00:00,426,,15.2,,,,,,
2024-11-03T15:33:04+00:00,427,,,33.34,,,,,
2024-11-03T15:34:44+00:00,428,,15.28,,,,,,
2024-11-03T15:35:18+00:00,429,,,28.66,,,,,
2024-11-03T15:37:32+00:00,430,,,33.52,,,,,
2024-11-03T15:37:52+00:00,431,,17.89,,,,,,
2024-11-03T15:39:46+00:00,432,,,33.62,,,,,
2024-11-03T15:40:55+00:00,433,,15.18,,,,,,
2024-11-03T15:42:00+00:00,434,,,29.86,,,,,
2024-11-03T15:44:01+00:00,435,,95.82,,,,,,
2024-11-03T15:46:29+00:00,436,,,34.87,,,,,
2024-11-03T15:47:08+00:00,437,,15.56,,,,,,
2024-11-03T15:48:43+00:00,438,,,36.02,,,,,
2024-11-03T15:50:12+00:00,439,,17.65,,,,,,
2024-11-03T15:50:57+00:00,440,,,30.98,,,,,
2024-11-03T15:53:11+00:00,441,,,32.33,,,,,
2024-11-03T15:55:25+00:00,442,,,33.65,,,,,
2024-11-03T15:56:23+00:00,443,,17.67,,,,,,
2024-11-03T15:57:40+00:00,444,,,30.86,,,,,
2024-11-03T15:59:28+00:00,445,,18.78,,,,,,
2024-11-03T15:59:54+00:00,446,,,31.92,,,,,
2024-11-03T16:00:47+00:00,447,,16.88,,,,,,
2024-11-03T16:02:08+00:00,448,,,33.09,,,,,
2024-11-03T16:04:22+00:00,449,,,32.73,,,,,
2024-11-03T16:06:35+00:00,450,,16.07,,,,,,
2024-11-03T16:08:50+00:00,451,,,32.49,,,,,
2024-11-03T16:09:43+00:00,452,,0.12,,,,,,
2024-11-03T16:11:05+00:00,453,,,32.49,,,,,
2024-11-03T16:12:46+00:00,454,,16.14,,,,,,
2024-11-03T16:13:19+00:00,455,,,28.13,,,,,
2024-11-03T16:14:07+00:00,456,,15.16,,,,,,
2024-11-03T16:15:33+00:00,457,,,36.59,,,,,
2024-11-03T16:17:47+00:00,458,,,32.06,,,,,
2024-11-03T16:18:46+00:00,459,,16.26,,,,,,
2024-11-03T16:20:01+00:00,460,,,32.2,,,,,
2024-11-03T16:21:49+00:00,461,,16.12,,,,,,
2024-11-03T16:22:16+00:00,462,,,31.61,,,,,
2024-11-03T16:24:30+00:00,463,,,31.37,,,,,
2024-11-03T16:25:50+00:00,464,,14.43,,,,,,
