created_at,entry_id,combined_field
2024-11-03 06:01:37+00:00,54.0,8.510000000000002
2024-11-03 06:03:52+00:00,55.0,8.544
2024-11-03 06:06:06+00:00,56.0,8.496
2024-11-03 06:08:20+00:00,57.0,8.594
2024-11-03 06:10:34+00:00,58.0,8.788
2024-11-03 06:12:48+00:00,58.5,8.834999999999999
2024-11-03 06:15:02+00:00,59.75,8.7025
2024-11-03 06:19:31+00:00,62.25,8.565000000000001
2024-11-03 06:21:45+00:00,63.5,8.51
2024-11-03 06:23:59+00:00,64.0,8.581999999999999
2024-11-03 06:26:13+00:00,65.0,8.632
2024-11-03 06:28:27+00:00,66.0,8.824
2024-11-03 06:30:42+00:00,67.0,8.790000000000001
2024-11-03 06:32:56+00:00,68.0,8.818000000000001
2024-11-03 06:35:10+00:00,69.0,8.718
2024-11-03 06:37:24+00:00,70.0,8.764
2024-11-03 06:39:38+00:00,71.0,8.796000000000001
2024-11-03 06:41:53+00:00,72.0,8.844
2024-11-03 06:44:07+00:00,73.0,8.860000000000001
2024-11-03 06:46:21+00:00,74.0,8.873999999999999
2024-11-03 06:48:35+00:00,75.0,8.876000000000001
2024-11-03 06:50:49+00:00,76.0,8.848
2024-11-03 06:53:04+00:00,77.0,8.64
2024-11-03 06:55:18+00:00,78.0,8.628
2024-11-03 06:57:32+00:00,79.5,8.153333333333334
2024-11-03 06:59:46+00:00,80.5,7.276666666666666
2024-11-03 07:01:00+00:00,81.0,6.958
2024-11-03 07:02:00+00:00,81.5,7.293333333333334
2024-11-03 07:04:03+00:00,83.0,7.35
2024-11-03 07:06:29+00:00,84.5,7.54
2024-11-03 07:07:15+00:00,85.0,7.336
2024-11-03 07:08:43+00:00,85.5,7.659999999999999
2024-11-03 07:10:57+00:00,87.0,8.055714285714286
2024-11-03 07:13:11+00:00,88.66666666666667,8.126666666666667
2024-11-03 07:14:39+00:00,89.2,8.08
2024-11-03 07:15:26+00:00,89.83333333333333,8.223333333333333
2024-11-03 07:17:40+00:00,91.0,8.196666666666665
2024-11-03 07:19:54+00:00,92.8,8.648
2024-11-03 07:22:08+00:00,94.5,7.728333333333333
2024-11-03 07:24:22+00:00,95.5,7.596666666666667
2024-11-03 07:25:42+00:00,96.0,7.328
2024-11-03 07:26:36+00:00,96.5,7.588333333333334
2024-11-03 07:28:50+00:00,97.5,7.543333333333333
2024-11-03 07:31:05+00:00,99.0,8.37
2024-11-03 07:33:19+00:00,100.0,8.346
2024-11-03 07:35:33+00:00,101.0,8.5
2024-11-03 07:37:47+00:00,102.0,8.475999999999999
2024-11-03 07:40:01+00:00,103.0,8.672
2024-11-03 07:42:16+00:00,104.0,8.557999999999998
2024-11-03 07:44:30+00:00,105.0,8.591999999999999
2024-11-03 07:46:44+00:00,106.0,8.588
2024-11-03 07:48:58+00:00,107.0,8.468
2024-11-03 07:51:12+00:00,108.0,8.464
2024-11-03 07:53:26+00:00,109.0,8.54
2024-11-03 07:55:41+00:00,110.0,8.804
2024-11-03 07:57:55+00:00,111.0,8.818000000000001
2024-11-03 08:00:37+00:00,112.0,8.942
2024-11-03 08:02:52+00:00,113.0,8.904
2024-11-03 08:05:06+00:00,114.0,8.904
2024-11-03 08:07:20+00:00,115.0,8.618
2024-11-03 08:09:34+00:00,116.0,8.617999999999999
2024-11-03 08:11:48+00:00,117.0,8.514
2024-11-03 08:14:03+00:00,118.0,8.362
2024-11-03 08:16:17+00:00,119.0,8.366
2024-11-03 08:18:31+00:00,120.0,8.469999999999999
2024-11-03 08:20:45+00:00,121.0,8.45
2024-11-03 08:22:59+00:00,122.0,8.502
2024-11-03 08:25:13+00:00,123.0,8.639999999999999
2024-11-03 08:27:28+00:00,124.0,8.608
2024-11-03 08:29:42+00:00,125.0,8.574
2024-11-03 08:31:56+00:00,126.0,8.536
2024-11-03 08:34:10+00:00,127.0,8.564000000000002
2024-11-03 08:36:24+00:00,128.0,8.578
2024-11-03 08:38:38+00:00,129.0,8.605999999999998
2024-11-03 08:40:53+00:00,130.0,8.578
2024-11-03 08:43:07+00:00,131.0,8.608
2024-11-03 08:45:21+00:00,132.0,8.504000000000001
2024-11-03 08:47:35+00:00,133.0,8.486
2024-11-03 08:49:49+00:00,134.0,8.492
2024-11-03 08:52:04+00:00,135.0,8.42
2024-11-03 08:54:18+00:00,136.0,8.324
2024-11-03 08:56:32+00:00,137.0,8.214
2024-11-03 08:58:46+00:00,138.0,8.146
2024-11-03 09:01:00+00:00,139.0,8.01
2024-11-03 09:03:14+00:00,140.0,8.016
2024-11-03 09:05:29+00:00,141.0,8.112
2024-11-03 09:07:43+00:00,142.0,8.144
2024-11-03 09:09:57+00:00,143.0,8.104000000000001
2024-11-03 09:12:11+00:00,144.0,8.202
2024-11-03 09:14:25+00:00,145.0,8.116000000000001
2024-11-03 09:16:40+00:00,146.0,8.11
2024-11-03 09:18:54+00:00,147.0,8.260000000000002
2024-11-03 09:21:08+00:00,148.0,8.248000000000001
2024-11-03 09:23:22+00:00,149.0,8.138
2024-11-03 09:25:36+00:00,150.0,8.3
2024-11-03 09:27:50+00:00,151.0,8.266
2024-11-03 09:30:05+00:00,152.0,8.056
2024-11-03 09:32:19+00:00,153.5,12.64
2024-11-03 09:34:33+00:00,155.0,15.644285714285717
2024-11-03 09:35:32+00:00,155.5,16.833333333333332
2024-11-03 09:36:47+00:00,156.5,13.575
2024-11-03 09:38:40+00:00,157.5,13.59625
2024-11-03 09:39:01+00:00,157.5,13.59625
2024-11-03 09:41:16+00:00,159.5,9.69375
2024-11-03 09:41:44+00:00,159.5,9.69375
2024-11-03 09:43:30+00:00,160.5,9.75375
2024-11-03 09:45:25+00:00,162.5,9.99875
2024-11-03 09:45:44+00:00,162.5,9.99875
2024-11-03 09:47:58+00:00,164.5,14.56
2024-11-03 09:48:40+00:00,165.0,15.421428571428573
2024-11-03 09:50:12+00:00,165.5,14.54875
2024-11-03 09:51:38+00:00,166.5,17.43
2024-11-03 09:52:26+00:00,167.0,16.082857142857144
2024-11-03 09:54:41+00:00,168.5,12.921666666666669
2024-11-03 09:56:55+00:00,170.5,7.713333333333334
2024-11-03 09:59:09+00:00,171.5,7.681666666666666
2024-11-03 10:00:37+00:00,172.0,7.529999999999999
2024-11-03 10:01:23+00:00,172.5,7.704999999999999
2024-11-03 10:03:37+00:00,174.0,7.2
2024-11-03 10:05:52+00:00,175.5,7.523333333333333
2024-11-03 10:06:25+00:00,176.0,7.394
2024-11-03 10:08:06+00:00,176.5,7.536666666666666
2024-11-03 10:10:20+00:00,177.5,7.565
2024-11-03 10:12:34+00:00,179.5,6.901666666666667
2024-11-03 10:14:48+00:00,181.0,7.939999999999999
2024-11-03 10:15:55+00:00,181.5,7.941666666666666
2024-11-03 10:17:02+00:00,182.0,8.005714285714285
2024-11-03 10:19:17+00:00,183.0,8.014285714285714
2024-11-03 10:19:39+00:00,183.0,8.014285714285714
2024-11-03 10:21:31+00:00,184.5,9.321666666666667
2024-11-03 10:23:45+00:00,185.5,9.323333333333332
2024-11-03 10:25:59+00:00,187.0,8.368
2024-11-03 10:28:13+00:00,188.0,8.272
2024-11-03 10:30:27+00:00,189.0,8.272
2024-11-03 10:32:42+00:00,190.0,8.142
2024-11-03 10:34:56+00:00,191.0,8.14
2024-11-03 10:37:10+00:00,191.5,8.0725
2024-11-03 10:39:24+00:00,192.0,8.126666666666667
2024-11-03 10:44:35+00:00,196.0,8.270000000000001
2024-11-03 10:46:50+00:00,196.5,8.1925
2024-11-03 10:49:04+00:00,197.0,8.046000000000001
2024-11-03 10:51:18+00:00,198.0,8.034
2024-11-03 10:53:32+00:00,199.0,7.948
2024-11-03 10:55:46+00:00,200.0,7.728
2024-11-03 10:58:00+00:00,201.0,7.786
2024-11-03 11:00:15+00:00,202.0,7.866
2024-11-03 11:02:29+00:00,203.0,7.947999999999999
2024-11-03 11:04:43+00:00,204.0,7.994
2024-11-03 11:06:57+00:00,205.0,8.182
2024-11-03 11:09:11+00:00,206.0,8.193999999999999
2024-11-03 11:11:25+00:00,207.0,8.088
2024-11-03 11:13:40+00:00,208.0,7.906000000000001
2024-11-03 11:15:54+00:00,209.0,7.754
2024-11-03 11:18:08+00:00,210.0,7.754
2024-11-03 11:20:22+00:00,211.0,7.65
2024-11-03 11:22:36+00:00,212.0,7.848000000000001
2024-11-03 11:24:51+00:00,213.0,7.95
2024-11-03 11:27:05+00:00,214.0,8.022
2024-11-03 11:29:19+00:00,215.0,7.984
2024-11-03 11:31:33+00:00,216.0,7.816
2024-11-03 11:33:47+00:00,217.0,7.562
2024-11-03 11:36:01+00:00,218.0,7.622
2024-11-03 11:38:16+00:00,219.0,7.794
2024-11-03 11:40:30+00:00,220.0,7.946
2024-11-03 11:42:44+00:00,221.0,8.338000000000001
2024-11-03 11:44:58+00:00,222.0,8.942
2024-11-03 11:47:12+00:00,223.0,9.394
2024-11-03 11:49:26+00:00,224.0,9.686
2024-11-03 11:51:41+00:00,225.0,10.124
2024-11-03 11:53:55+00:00,226.0,10.547999999999998
2024-11-03 11:56:09+00:00,226.5,10.6675
2024-11-03 11:58:23+00:00,227.5,10.835
2024-11-03 12:02:51+00:00,229.5,11.3975
2024-11-03 12:05:05+00:00,230.5,11.725
2024-11-03 12:07:19+00:00,231.0,12.074
2024-11-03 12:09:33+00:00,232.0,12.234
2024-11-03 12:11:48+00:00,233.0,12.586
2024-11-03 12:14:02+00:00,234.0,13.168
2024-11-03 12:16:16+00:00,235.0,13.516
2024-11-03 12:18:30+00:00,236.0,13.626
2024-11-03 12:20:44+00:00,237.5,11.906666666666666
2024-11-03 12:22:59+00:00,238.5,12.241666666666667
2024-11-03 12:24:58+00:00,239.5,12.628333333333336
2024-11-03 12:25:13+00:00,239.5,12.628333333333336
2024-11-03 12:27:27+00:00,240.5,12.238333333333337
2024-11-03 12:29:41+00:00,241.5,12.783333333333331
2024-11-03 12:31:55+00:00,243.0,14.572
2024-11-03 12:34:09+00:00,244.0,14.894
2024-11-03 12:36:24+00:00,245.0,15.25
2024-11-03 12:38:38+00:00,246.0,15.764
2024-11-03 12:40:52+00:00,247.0,15.945999999999998
2024-11-03 12:43:06+00:00,248.0,17.168
2024-11-03 12:45:20+00:00,249.0,17.436
2024-11-03 12:47:34+00:00,250.0,17.556
2024-11-03 12:49:49+00:00,251.0,18.482
2024-11-03 12:52:03+00:00,252.0,18.774
2024-11-03 12:54:17+00:00,253.0,19.342
2024-11-03 12:56:31+00:00,254.0,19.29
2024-11-03 12:58:45+00:00,255.0,19.654
2024-11-03 13:00:59+00:00,256.0,20.004
2024-11-03 13:03:14+00:00,257.5,17.830000000000002
2024-11-03 13:05:28+00:00,258.5,15.311666666666667
2024-11-03 13:06:24+00:00,259.0,14.604000000000005
2024-11-03 13:07:42+00:00,259.5,16.10166666666667
2024-11-03 13:09:43+00:00,260.5,16.253333333333334
2024-11-03 13:12:10+00:00,261.5,18.225
2024-11-03 13:14:25+00:00,263.0,14.158
2024-11-03 13:17:47+00:00,264.5,16.6375
2024-11-03 13:18:52+00:00,265.5,15.634999999999998
2024-11-03 13:21:06+00:00,266.5,16.006666666666664
2024-11-03 13:23:21+00:00,268.0,19.897142857142857
2024-11-03 13:23:48+00:00,268.0,19.897142857142857
2024-11-03 13:25:35+00:00,269.0,20.424285714285716
2024-11-03 13:26:54+00:00,270.0,18.252857142857145
2024-11-03 13:27:49+00:00,270.5,19.10625
2024-11-03 13:30:03+00:00,272.5,19.8025
2024-11-03 13:30:57+00:00,273.0,19.25714285714286
2024-11-03 13:32:17+00:00,274.0,20.262857142857143
2024-11-03 13:33:58+00:00,274.5,19.50333333333333
2024-11-03 13:34:32+00:00,275.0,20.56142857142857
2024-11-03 13:36:46+00:00,276.5,19.523333333333333
2024-11-03 13:39:00+00:00,278.0,21.99
2024-11-03 13:41:13+00:00,279.0,22.32
2024-11-03 13:43:28+00:00,280.5,21.111666666666668
2024-11-03 13:45:42+00:00,281.5,21.043333333333333
2024-11-03 13:47:20+00:00,282.0,23.880000000000003
2024-11-03 13:47:57+00:00,282.6666666666667,24.548333333333336
2024-11-03 13:50:11+00:00,283.8333333333333,25.28
2024-11-03 13:52:25+00:00,286.1666666666667,28.561666666666667
2024-11-03 13:54:39+00:00,287.85714285714283,25.708571428571428
2024-11-03 13:55:43+00:00,288.5,25.576666666666668
2024-11-03 13:56:53+00:00,289.0,26.118571428571432
2024-11-03 13:59:07+00:00,290.5,24.265
2024-11-03 13:59:37+00:00,290.5,24.265
2024-11-03 14:01:22+00:00,292.0,23.520000000000003
2024-11-03 14:02:46+00:00,293.0,21.542857142857144
2024-11-03 14:03:35+00:00,294.0,20.71
2024-11-03 14:05:49+00:00,295.5,22.495
2024-11-03 14:07:08+00:00,296.5,20.25875
2024-11-03 14:08:04+00:00,297.5,22.82625
2024-11-03 14:08:31+00:00,297.5,22.82625
2024-11-03 14:10:18+00:00,298.5,20.46625
2024-11-03 14:11:30+00:00,299.0,18.937142857142856
2024-11-03 14:12:32+00:00,300.0,21.382857142857144
2024-11-03 14:14:34+00:00,301.5,24.28333333333333
2024-11-03 14:17:00+00:00,303.2,26.69
2024-11-03 14:19:14+00:00,304.4,26.568
2024-11-03 14:21:29+00:00,306.1666666666667,25.49833333333333
2024-11-03 14:23:43+00:00,307.5,25.50333333333333
2024-11-03 14:24:42+00:00,308.2,24.282
2024-11-03 14:25:57+00:00,308.8333333333333,26.031666666666663
2024-11-03 14:28:11+00:00,310.57142857142856,23.985714285714288
2024-11-03 14:30:25+00:00,312.3333333333333,28.320000000000004
2024-11-03 14:31:59+00:00,313.5,25.55333333333333
2024-11-03 14:32:40+00:00,314.0,26.641428571428573
2024-11-03 14:34:54+00:00,315.5,25.13875
2024-11-03 14:35:57+00:00,316.0,23.76142857142857
2024-11-03 14:37:08+00:00,317.1428571428572,26.45142857142857
2024-11-03 14:38:58+00:00,318.875,26.11875
2024-11-03 14:39:22+00:00,318.875,26.11875
2024-11-03 14:41:36+00:00,321.125,25.60375
2024-11-03 14:43:23+00:00,322.25,25.7375
2024-11-03 14:43:50+00:00,322.25,25.7375
2024-11-03 14:46:05+00:00,325.0,24.79222222222222
2024-11-03 14:46:29+00:00,325.0,24.79222222222222
2024-11-03 14:48:19+00:00,326.0,25.093333333333337
2024-11-03 14:49:38+00:00,327.5,23.231250000000003
2024-11-03 14:50:33+00:00,328.0,24.02555555555556
2024-11-03 14:50:54+00:00,328.0,24.02555555555556
2024-11-03 14:52:47+00:00,329.5,25.9375
2024-11-03 14:54:03+00:00,330.5,23.1475
2024-11-03 14:55:01+00:00,331.5,25.290000000000003
2024-11-03 14:57:15+00:00,333.5,25.115
2024-11-03 14:58:00+00:00,334.0,23.662857142857145
2024-11-03 14:59:30+00:00,335.0,26.04142857142857
2024-11-03 15:01:44+00:00,336.5,24.50125
2024-11-03 15:02:03+00:00,336.5,24.50125
2024-11-03 15:03:58+00:00,338.5,24.40125
2024-11-03 15:05:04+00:00,339.0,23.115714285714283
2024-11-03 15:06:12+00:00,339.5,24.3175
2024-11-03 15:08:10+00:00,341.5,25.23
2024-11-03 15:08:26+00:00,341.5,25.23
2024-11-03 15:10:40+00:00,343.0,27.890000000000004
2024-11-03 15:12:10+00:00,343.5,27.178333333333335
2024-11-03 15:12:55+00:00,344.0,28.110000000000003
2024-11-03 15:15:09+00:00,346.0,28.755714285714284
2024-11-03 15:17:23+00:00,347.5,31.051666666666662
2024-11-03 15:18:19+00:00,348.0,30.258
2024-11-03 15:19:39+00:00,348.6666666666667,31.375
2024-11-03 15:21:53+00:00,350.42857142857144,29.32857142857143
2024-11-03 15:24:07+00:00,352.1666666666667,28.87166666666667
2024-11-03 15:25:30+00:00,352.8,27.946000000000005
2024-11-03 15:26:21+00:00,353.3333333333333,28.76833333333333
2024-11-03 15:28:33+00:00,355.0,26.63571428571429
2024-11-03 15:30:50+00:00,357.0,25.11428571428572
2024-11-03 15:31:39+00:00,357.5,23.68
2024-11-03 15:33:04+00:00,358.5,24.18625
2024-11-03 15:34:44+00:00,359.0,25.252857142857145
2024-11-03 15:35:18+00:00,359.5,26.29875
2024-11-03 15:37:32+00:00,361.5,25.91875
2024-11-03 15:37:52+00:00,361.5,25.91875
2024-11-03 15:39:46+00:00,362.5,26.455
2024-11-03 15:40:55+00:00,363.0,26.014
2024-11-03 15:42:00+00:00,363.6666666666667,27.49
2024-11-03 15:46:29+00:00,368.3333333333333,27.49
2024-11-03 15:47:08+00:00,369.0,27.016
2024-11-03 15:48:43+00:00,369.5,27.90166666666667
2024-11-03 15:50:12+00:00,369.5,27.90166666666667
2024-11-03 15:50:57+00:00,370.0,28.722857142857144
2024-11-03 15:53:11+00:00,372.0,28.45142857142857
2024-11-03 15:55:25+00:00,374.0,28.02714285714286
2024-11-03 15:56:23+00:00,375.0,26.012857142857143
2024-11-03 15:57:40+00:00,375.5,26.8975
2024-11-03 15:59:28+00:00,376.5,26.9475
2024-11-03 15:59:54+00:00,376.5,26.9475
2024-11-03 16:00:47+00:00,377.0,25.99
2024-11-03 16:02:08+00:00,378.0,25.76142857142857
2024-11-03 16:04:22+00:00,379.0,25.99428571428572
2024-11-03 16:06:35+00:00,381.5,24.49833333333333
2024-11-03 16:08:50+00:00,383.0,22.595714285714283
2024-11-03 16:09:43+00:00,384.0,20.08571428571429
2024-11-03 16:11:05+00:00,384.5,22.14875
2024-11-03 16:12:46+00:00,385.0,23.017142857142854
2024-11-03 16:13:19+00:00,385.5,24.1475
2024-11-03 16:14:07+00:00,386.5,22.11875
2024-11-03 16:15:33+00:00,387.5,26.128750000000004
2024-11-03 16:17:47+00:00,389.5,26.016250000000003
2024-11-03 16:18:46+00:00,390.0,25.71428571428572
2024-11-03 16:20:01+00:00,391.0,28.030000000000005
2024-11-03 16:21:49+00:00,392.5,25.665
2024-11-03 16:22:16+00:00,393.0,24.60333333333333
2024-11-03 16:24:30+00:00,394.5,25.655
2024-11-03 16:25:50+00:00,395.5,23.628750000000004
2024-11-03 16:26:44+00:00,396.0,24.493333333333336
2024-11-03 16:27:11+00:00,396.5,25.540000000000003
2024-11-03 16:28:58+00:00,398.0,22.92333333333333
2024-11-03 16:30:21+00:00,399.0,21.05555555555556
2024-11-03 16:31:12+00:00,400.0,22.857777777777777
2024-11-03 16:32:23+00:00,401.5,21.6125
2024-11-03 16:33:26+00:00,402.5,21.175
2024-11-03 16:34:57+00:00,403.0,19.95777777777778
2024-11-03 16:35:40+00:00,404.5,20.516
2024-11-03 16:36:15+00:00,405.0,19.30555555555556
2024-11-03 16:37:32+00:00,406.5,21.955
2024-11-03 16:37:55+00:00,406.5,21.955
2024-11-03 16:40:09+00:00,408.5,21.815
2024-11-03 16:40:36+00:00,408.5,21.815
2024-11-03 16:41:53+00:00,410.5,22.486
2024-11-03 16:42:23+00:00,410.5,22.486
2024-11-03 16:44:37+00:00,412.5,21.565
2024-11-03 16:45:02+00:00,412.5,21.565
2024-11-03 16:46:25+00:00,414.5,22.004
2024-11-03 16:46:51+00:00,414.5,22.004
2024-11-03 16:49:05+00:00,417.0,21.28
2024-11-03 16:49:27+00:00,417.0,21.28
2024-11-03 16:50:44+00:00,418.5,20.259
2024-11-03 16:51:20+00:00,419.0,21.16909090909091
2024-11-03 16:52:01+00:00,420.0,20.104444444444443
2024-11-03 16:53:19+00:00,420.5,20.535
2024-11-03 16:53:34+00:00,420.5,20.535
2024-11-03 16:54:36+00:00,422.0,21.052222222222223
2024-11-03 16:55:48+00:00,423.0,22.582222222222224
2024-11-03 16:58:02+00:00,425.0,20.98222222222222
2024-11-03 16:58:58+00:00,426.5,19.8375
2024-11-03 17:00:16+00:00,427.5,21.57125
2024-11-03 17:02:12+00:00,429.0,20.46333333333333
2024-11-03 17:02:31+00:00,429.0,20.46333333333333
2024-11-03 17:03:29+00:00,429.5,19.97
2024-11-03 17:04:45+00:00,430.5,22.29125
2024-11-03 17:06:11+00:00,431.5,19.82375
2024-11-03 17:06:59+00:00,432.5,19.434
2024-11-03 17:09:13+00:00,435.0,21.343333333333334
2024-11-03 17:10:31+00:00,436.0,18.10555555555556
2024-11-03 17:11:30+00:00,437.0,19.757777777777772
2024-11-03 17:11:48+00:00,437.0,19.757777777777772
2024-11-03 17:13:05+00:00,437.5,18.555
2024-11-03 17:13:41+00:00,438.0,19.565555555555555
2024-11-03 17:14:21+00:00,438.5,17.97
2024-11-03 17:15:56+00:00,439.625,20.05375
2024-11-03 17:18:10+00:00,441.8333333333333,22.363333333333333
2024-11-03 17:20:24+00:00,443.6,25.860000000000003
2024-11-03 17:22:38+00:00,444.8,25.348
2024-11-03 17:24:52+00:00,446.5,22.771666666666665
2024-11-03 17:27:06+00:00,447.5,18.593333333333334
2024-11-03 17:28:07+00:00,448.5,16.698333333333334
2024-11-03 17:29:21+00:00,449.5,17.12875
2024-11-03 17:31:34+00:00,450.5,17.12125
2024-11-03 17:32:52+00:00,451.0,16.024285714285714
2024-11-03 17:33:49+00:00,452.0,17.74142857142857
2024-11-03 17:34:09+00:00,452.0,17.74142857142857
2024-11-03 17:36:03+00:00,453.5,16.59625
2024-11-03 17:38:17+00:00,455.0,17.15285714285714
2024-11-03 17:39:29+00:00,456.0,16.645999999999997
2024-11-03 17:40:31+00:00,457.0,16.431428571428572
2024-11-03 17:42:39+00:00,458.0,16.252857142857142
2024-11-03 17:45:00+00:00,460.0,14.652857142857142
2024-11-03 17:45:21+00:00,460.5,14.02875
2024-11-03 17:47:14+00:00,462.0,13.476666666666668
2024-11-03 17:48:52+00:00,463.0,14.278888888888888
2024-11-03 17:49:28+00:00,463.5,15.078
2024-11-03 17:50:09+00:00,464.0,14.256666666666668
2024-11-03 17:51:26+00:00,465.5,14.989
2024-11-03 17:51:42+00:00,465.5,14.989
2024-11-03 17:52:46+00:00,466.5,13.44
2024-11-03 17:53:56+00:00,467.5,15.435
2024-11-03 17:55:50+00:00,469.5,15.153
2024-11-03 17:56:11+00:00,469.5,15.153
2024-11-03 17:57:07+00:00,470.5,14.755
2024-11-03 17:58:25+00:00,471.5,16.7625
2024-11-03 17:59:46+00:00,472.5,14.84125
2024-11-03 18:00:39+00:00,473.0,15.606666666666667
2024-11-03 18:03:09+00:00,475.5,15.76875
2024-11-03 18:03:49+00:00,476.0,15.171428571428573
2024-11-03 18:05:24+00:00,477.5,16.06
2024-11-03 18:06:58+00:00,478.0,15.034285714285714
2024-11-03 18:07:38+00:00,478.5,15.775
2024-11-03 18:09:52+00:00,480.0,16.768571428571427
2024-11-03 18:10:17+00:00,480.0,16.768571428571427
2024-11-03 18:12:06+00:00,481.5,18.846666666666668
2024-11-03 18:14:20+00:00,482.5,18.47833333333333
2024-11-03 18:16:34+00:00,484.0,20.41
2024-11-03 18:18:49+00:00,485.5,17.11
2024-11-03 18:21:03+00:00,486.6666666666667,13.768333333333333
2024-11-03 18:22:02+00:00,487.2,12.566
2024-11-03 18:23:17+00:00,487.8333333333333,12.828333333333331
2024-11-03 18:25:22+00:00,489.57142857142856,10.577142857142858
2024-11-03 18:27:45+00:00,491.8571428571428,7.897142857142858
2024-11-03 18:29:25+00:00,492.5,6.056666666666668
2024-11-03 18:30:00+00:00,493.0,7.727142857142858
2024-11-03 18:30:43+00:00,493.5,8.796666666666667
2024-11-03 18:32:01+00:00,494.0,8.018571428571429
2024-11-03 18:34:28+00:00,495.5,9.993333333333334
2024-11-03 18:36:31+00:00,497.5,10.058333333333334
2024-11-03 18:38:56+00:00,499.0,10.88
2024-11-03 18:39:34+00:00,499.5,9.735
2024-11-03 18:41:10+00:00,500.0,11.071428571428571
2024-11-03 18:42:40+00:00,500.5,12.358333333333334
2024-11-03 18:43:25+00:00,501.0,11.96
2024-11-03 18:45:39+00:00,502.5,14.08
2024-11-03 18:47:53+00:00,504.0,16.253999999999998
2024-11-03 18:50:09+00:00,505.0,15.986
2024-11-03 18:52:24+00:00,506.0,15.358
2024-11-03 18:54:38+00:00,507.0,16.456
2024-11-03 18:56:52+00:00,508.0,16.29
2024-11-03 18:59:06+00:00,509.0,16.490000000000002
2024-11-03 19:01:22+00:00,510.0,16.186
2024-11-03 19:03:36+00:00,511.0,16.136
2024-11-03 19:05:50+00:00,512.0,15.639999999999995
2024-11-03 19:08:04+00:00,513.0,14.94
2024-11-03 19:10:18+00:00,514.0,15.05
2024-11-03 19:12:32+00:00,515.0,14.791999999999998
2024-11-03 19:14:47+00:00,516.0,14.806
2024-11-03 19:17:01+00:00,517.0,15.384
2024-11-03 19:19:15+00:00,518.0,15.636
2024-11-03 19:21:29+00:00,519.0,14.686000000000002
2024-11-03 19:23:43+00:00,520.5,13.025
2024-11-03 19:25:57+00:00,521.5,12.895
2024-11-03 19:28:12+00:00,522.5,12.801666666666668
2024-11-03 19:28:29+00:00,522.5,12.801666666666668
2024-11-03 19:30:26+00:00,523.5,12.321666666666664
2024-11-03 19:32:40+00:00,524.5,12.77
2024-11-03 19:34:54+00:00,526.0,13.54
2024-11-03 19:37:08+00:00,527.0,13.074000000000002
2024-11-03 19:39:23+00:00,528.0,10.092
