created_at,entry_id,field1,field2,field3,field4,latitude,longitude,elevation,status
2024-11-03T16:49:05+00:00,416,,,29.64,,,,,
2024-11-03T16:49:27+00:00,417,,-1.58,,,,,,
2024-11-03T16:50:44+00:00,418,,15.42,,,,,,
2024-11-03T16:51:20+00:00,419,,,30.5,,,,,
2024-11-03T16:52:01+00:00,420,,14.97,,,,,,
2024-11-03T16:53:19+00:00,421,,15.42,,,,,,
2024-11-03T16:53:34+00:00,422,,,29.45,,,,,
2024-11-03T16:54:36+00:00,423,,15.27,,,,,,
2024-11-03T16:55:48+00:00,424,,,30.27,,,,,
2024-11-03T16:58:02+00:00,425,,,24.41,,,,,
2024-11-03T16:58:58+00:00,426,,13.76,,,,,,
2024-11-03T17:00:16+00:00,427,,,29.19,,,,,
2024-11-03T17:02:12+00:00,428,,3.95,,,,,,
2024-11-03T17:02:31+00:00,429,,,27.12,,,,,
2024-11-03T17:03:29+00:00,430,,14.73,,,,,,
2024-11-03T17:04:45+00:00,431,,,29.14,,,,,
2024-11-03T17:06:11+00:00,432,,12.49,,,,,,
2024-11-03T17:06:59+00:00,433,,,29.38,,,,,
2024-11-03T17:09:13+00:00,434,,,32.33,,,,,
2024-11-03T17:10:31+00:00,435,,9.45,,,,,,
2024-11-03T17:11:30+00:00,436,,,27.31,,,,,
2024-11-03T17:11:48+00:00,437,,8.44,,,,,,
2024-11-03T17:13:05+00:00,438,,13.52,,,,,,
2024-11-03T17:13:41+00:00,439,,,30.03,,,,,
2024-11-03T17:14:21+00:00,440,,-4.49,,,,,,
2024-11-03T17:15:56+00:00,441,,,27.36,,,,,
2024-11-03T17:18:10+00:00,442,,,27.65,,,,,
2024-11-03T17:19:41+00:00,443,,89.78,,,,,,
2024-11-03T17:20:24+00:00,444,,,26.12,,,,,
2024-11-03T17:22:38+00:00,445,,,23.02,,,,,
2024-11-03T17:24:52+00:00,446,,,25.15,,,,,
2024-11-03T17:27:06+00:00,447,,,24.8,,,,,
2024-11-03T17:28:07+00:00,448,,11.72,,,,,,
2024-11-03T17:29:21+00:00,449,,,25.82,,,,,
2024-11-03T17:31:34+00:00,450,,1.05,,,,,,
2024-11-03T17:32:52+00:00,451,,11.65,,,,,,
2024-11-03T17:33:49+00:00,452,,,25.3,,,,,
2024-11-03T17:34:09+00:00,453,,11.54,,,,,,
2024-11-03T17:36:03+00:00,454,,,25.09,,,,,
2024-11-03T17:38:17+00:00,455,,,23.74,,,,,
2024-11-03T17:39:29+00:00,456,,9.97,,,,,,
2024-11-03T17:40:31+00:00,457,,,24.43,,,,,
2024-11-03T17:42:39+00:00,458,,-6.46,,,,,,
2024-11-03T17:45:00+00:00,459,,,22.47,,,,,
2024-11-03T17:45:21+00:00,460,,9.32,,,,,,
2024-11-03T17:47:14+00:00,461,,,23.84,,,,,
2024-11-03T17:48:52+00:00,462,,-9.6,,,,,,
2024-11-03T17:49:28+00:00,463,,,22.51,,,,,
2024-11-03T17:50:09+00:00,464,,9.66,,,,,,
